season,team,conference,statName,statValue
2025,Navy,American Athletic,passAttempts,182
2025,Navy,American Athletic,passAttemptsOpponent,372
2025,Navy,American Athletic,passCompletions,106
2025,Navy,American Athletic,passCompletionsOpponent,239
2025,Navy,American Athletic,passesIntercepted,7
2025,Navy,American Athletic,passesInterceptedOpponent,6
2025,Navy,American Athletic,passingTDs,12
2025,Navy,American Athletic,passingTDsOpponent,21
2025,Navy,American Athletic,penalties,74
2025,Navy,American Athletic,penaltiesOpponent,57
2025,Navy,American Athletic,penaltyYards,628
2025,Navy,American Athletic,penaltyYardsOpponent,448
2025,Navy,American Athletic,possessionTime,25439
2025,Navy,American Athletic,possessionTimeOpponent,21361
2025,Navy,American Athletic,puntReturns,7
2025,Navy,American Athletic,puntReturnsOpponent,12
2025,Navy,American Athletic,puntReturnTDs,0
2025,Navy,American Athletic,puntReturnTDsOpponent,0
2025,Navy,American Athletic,puntReturnYards,63
2025,Navy,American Athletic,puntReturnYardsOpponent,106
2025,Navy,American Athletic,rushingAttempts,642
2025,Navy,American Athletic,rushingAttemptsOpponent,451
2025,Navy,American Athletic,rushingTDs,41
2025,Navy,American Athletic,rushingTDsOpponent,20
2025,Navy,American Athletic,rushingYards,3719
2025,Navy,American Athletic,rushingYardsOpponent,1839
2025,Navy,American Athletic,sacks,27
2025,Navy,American Athletic,sacksOpponent,9
2025,Navy,American Athletic,tacklesForLoss,58
2025,Navy,American Athletic,tacklesForLossOpponent,39
2025,Navy,American Athletic,thirdDownConversions,85
2025,Navy,American Athletic,thirdDownConversionsOpponent,66
2025,Navy,American Athletic,thirdDowns,164
2025,Navy,American Athletic,thirdDownsOpponent,168
2025,Navy,American Athletic,totalYards,5409
2025,Navy,American Athletic,totalYardsOpponent,4829
2025,Navy,American Athletic,turnovers,14
2025,Navy,American Athletic,turnoversOpponent,15
2025,NC State,ACC,firstDowns,265
2025,NC State,ACC,firstDownsOpponent,276
2025,NC State,ACC,fourthDownConversions,13
2025,NC State,ACC,fourthDownConversionsOpponent,9
2025,NC State,ACC,fourthDowns,26
2025,NC State,ACC,fourthDownsOpponent,22
2025,NC State,ACC,fumblesLost,3
2025,NC State,ACC,fumblesLostOpponent,6
2025,NC State,ACC,fumblesRecovered,6
2025,NC State,ACC,fumblesRecoveredOpponent,3
2025,NC State,ACC,games,13
2025,NC State,ACC,interceptions,10
2025,NC State,ACC,interceptionsOpponent,9
2025,NC State,ACC,interceptionTDs,1
2025,NC State,ACC,interceptionTDsOpponent,1
2025,NC State,ACC,interceptionYards,157
2025,NC State,ACC,interceptionYardsOpponent,252
2025,NC State,ACC,kickReturns,16
2025,NC State,ACC,kickReturnsOpponent,28
2025,NC State,ACC,kickReturnTDs,0
2025,NC State,ACC,kickReturnTDsOpponent,1
2025,NC State,ACC,kickReturnYards,292
2025,NC State,ACC,kickReturnYardsOpponent,653
2025,NC State,ACC,netPassingYards,3194
2025,NC State,ACC,netPassingYardsOpponent,3551
2025,NC State,ACC,passAttempts,413
2025,NC State,ACC,passAttemptsOpponent,469
2025,NC State,ACC,passCompletions,280
2025,NC State,ACC,passCompletionsOpponent,295
2025,NC State,ACC,passesIntercepted,9
2025,NC State,ACC,passesInterceptedOpponent,10
2025,NC State,ACC,passingTDs,26
2025,NC State,ACC,passingTDsOpponent,22
2025,NC State,ACC,penalties,72
2025,NC State,ACC,penaltiesOpponent,91
2025,NC State,ACC,penaltyYards,699
2025,NC State,ACC,penaltyYardsOpponent,841
2025,NC State,ACC,possessionTime,23359
2025,NC State,ACC,possessionTimeOpponent,23441
2025,NC State,ACC,puntReturns,14
2025,NC State,ACC,puntReturnsOpponent,15
2025,NC State,ACC,puntReturnTDs,0
2025,NC State,ACC,puntReturnTDsOpponent,0
2025,NC State,ACC,puntReturnYards,59
2025,NC State,ACC,puntReturnYardsOpponent,201
2025,NC State,ACC,rushingAttempts,423
2025,NC State,ACC,rushingAttemptsOpponent,415
2025,NC State,ACC,rushingTDs,27
2025,NC State,ACC,rushingTDsOpponent,17
2025,NC State,ACC,rushingYards,1912
2025,NC State,ACC,rushingYardsOpponent,1812
2025,NC State,ACC,sacks,20
2025,NC State,ACC,sacksOpponent,24
2025,NC State,ACC,tacklesForLoss,66
2025,NC State,ACC,tacklesForLossOpponent,75
2025,NC State,ACC,thirdDownConversions,68
2025,NC State,ACC,thirdDownConversionsOpponent,84
2025,NC State,ACC,thirdDowns,165
2025,NC State,ACC,thirdDownsOpponent,184
2025,NC State,ACC,totalYards,5106
2025,NC State,ACC,totalYardsOpponent,5363
2025,NC State,ACC,turnovers,13
2025,NC State,ACC,turnoversOpponent,15
2025,Nebraska,Big Ten,firstDowns,264
2025,Nebraska,Big Ten,firstDownsOpponent,232
2025,Nebraska,Big Ten,fourthDownConversions,10
2025,Nebraska,Big Ten,fourthDownConversionsOpponent,16
2025,Nebraska,Big Ten,fourthDowns,28
2025,Nebraska,Big Ten,fourthDownsOpponent,24
2025,Nebraska,Big Ten,fumblesLost,4
2025,Nebraska,Big Ten,fumblesLostOpponent,7
2025,Nebraska,Big Ten,fumblesRecovered,7
2025,Nebraska,Big Ten,fumblesRecoveredOpponent,4
2025,Nebraska,Big Ten,games,13
2025,Nebraska,Big Ten,interceptions,7
2025,Nebraska,Big Ten,interceptionsOpponent,6
2025,Nebraska,Big Ten,interceptionTDs,0
2025,Nebraska,Big Ten,interceptionTDsOpponent,1
2025,Nebraska,Big Ten,interceptionYards,21
2025,Nebraska,Big Ten,interceptionYardsOpponent,78
2025,Nebraska,Big Ten,kickReturns,31
2025,Nebraska,Big Ten,kickReturnsOpponent,27
2025,Nebraska,Big Ten,kickReturnTDs,1
2025,Nebraska,Big Ten,kickReturnTDsOpponent,0
2025,Nebraska,Big Ten,kickReturnYards,780
2025,Nebraska,Big Ten,kickReturnYardsOpponent,443
2025,Nebraska,Big Ten,netPassingYards,2920
2025,Nebraska,Big Ten,netPassingYardsOpponent,2003
2025,Nebraska,Big Ten,passAttempts,378
2025,Nebraska,Big Ten,passAttemptsOpponent,314
2025,Nebraska,Big Ten,passCompletions,260
2025,Nebraska,Big Ten,passCompletionsOpponent,183
2025,Nebraska,Big Ten,passesIntercepted,6
2025,Nebraska,Big Ten,passesInterceptedOpponent,7
2025,Nebraska,Big Ten,passingTDs,23
2025,Nebraska,Big Ten,passingTDsOpponent,9
2025,Nebraska,Big Ten,penalties,60
2025,Nebraska,Big Ten,penaltiesOpponent,62
2025,Nebraska,Big Ten,penaltyYards,565
2025,Nebraska,Big Ten,penaltyYardsOpponent,542
2025,Nebraska,Big Ten,possessionTime,23855
2025,Nebraska,Big Ten,possessionTimeOpponent,22945
2025,Nebraska,Big Ten,puntReturns,25
2025,Nebraska,Big Ten,puntReturnsOpponent,6
2025,Nebraska,Big Ten,puntReturnTDs,1
2025,Nebraska,Big Ten,puntReturnTDsOpponent,0
2025,Nebraska,Big Ten,puntReturnYards,341
