season,first_name,last_name,position,origin,destination,transfer_date,transfer_year,eligibility,is_withdrawn,has_destination,is_nonwithdrawn_destination,rating,has_rating,stars,has_stars
2023,Shamari,Simmons,CB,Austin Peay,Arizona State,2022-12-05 16:26:00+00:00,2022,Immediate,False,True,True,0.88,True,3.0,True
2023,Jaren,Lewis,QB,Kansas State,Kent State,2022-12-05 16:00:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Benjamin,Perry,S,Louisville,,2022-12-07 23:38:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,Travis,Geiger,DL,Coastal Carolina,,2022-11-17 16:28:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jordan,Lolohea,EDGE,Washington,,2022-08-23 16:47:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Anthony,Wilson,S,Georgia Southern,West Virginia,2023-04-11 19:13:00+00:00,2023,Immediate,False,True,True,0.87,True,3.0,True
2023,Johnny,Pergine,LB,Temple,Robert Morris,2023-04-21 16:05:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Joshua,Jackson Jr.,CB,USC,,2023-04-14 22:05:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Ben,Ballard,QB,Texas,Florida Atlantic,2023-01-08 03:30:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Joseph,Church,OT,Fresno State,,2023-04-18 05:00:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Shawn,Bowman,TE,Maine,Rutgers,2023-06-07 16:44:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,Damir,Abdullah,WR,Colorado State,,2023-04-27 15:40:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Josh,Moten,CB,Texas A&M,,2022-12-05 19:58:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,Camdyn,Childers,WR,Purdue,,2022-12-21 18:33:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Nishad,Strother,IOL,East Carolina,Oregon,2023-04-29 13:49:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Dre,Spriggs,WR,UTSA,UTEP,2023-01-13 21:14:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Demetrius,Hill,S,Florida International,Illinois,2023-04-25 22:12:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Davion,Hood,EDGE,East Tennessee State,Temple,2023-04-20 18:16:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Joe,Perkins,S,Florida International,,2023-04-23 14:39:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Chayce,Chalmers,S,Virginia,,2022-12-05 21:06:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Dez,Williams,WR,Wake Forest,Stony Brook,2022-12-26 20:06:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Tarian,Lee Jr.,LB,Texas A&M,Georgia Southern,2022-12-06 18:03:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Ethan,Mort,OT,UCF,,2023-04-20 21:56:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,TJ,McDaniel,RB,SMU,Northern Arizona,2022-12-06 17:28:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Corry,Thomas,CB,Eastern Michigan,,2023-04-19 15:25:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Mikey,Keene,QB,UCF,Fresno State,2022-12-04 23:39:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Kainoa,Sayre,RB,Air Force,,2022-08-26 05:00:00+00:00,2022,Immediate,False,False,False,,False,,False
2023,Jamontez,Woods,RB,Troy,,2023-04-18 21:51:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Henry,Ikahihifo,DL,California,Nevada,2023-01-13 23:08:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Kody,Epps,WR,BYU,,2023-05-01 02:15:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Levani,Damuni,LB,Stanford,Utah,2022-12-02 20:06:00+00:00,2022,Immediate,False,True,True,0.9,True,4.0,True
2023,Chris,Irvin,QB,Washington State,,2022-08-26 20:32:00+00:00,2022,Immediate,False,False,False,,False,,False
2023,Tar'varish,Dawson,WR,Auburn,Colorado,2023-04-15 13:04:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2023,Joshua,Braun,OT,Florida,Arkansas,2022-11-11 15:50:00+00:00,2022,Immediate,False,True,True,0.88,True,3.0,True
2023,Danny,Valenzuela,IOL,Arizona State,Texas State,2023-04-18 17:51:00+00:00,2023,Immediate,False,True,True,0.84,True,3.0,True
2023,Grant,DuBose,WR,Charlotte,Charlotte,2022-11-22 18:03:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Jaquayln,Crawford,WR,Arkansas,,2022-08-20 16:31:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,Marcus,Harris,WR,Kent State,,2022-12-05 14:29:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jacob,Wahlberg,LB,Purdue,,2023-05-18 03:58:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Tobias,Braun,OT,Ole Miss,,2022-12-06 17:40:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Deidrick,Stanley,CB,Middle Tennessee,,2023-04-15 17:18:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Vincent,Gourley,K,Washington State,,2023-04-25 18:40:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Devon,Dorsey,WR,Miami (OH),,2022-12-05 14:23:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jaylen,Garth,OT,Texas,Houston,2022-08-23 17:26:00+00:00,2022,Immediate,False,True,True,0.86,True,3.0,True
2023,Romello,Watson,IOL,Grambling,Tennessee State,2022-11-09 19:17:00+00:00,2022,Immediate,False,True,True,,False,,False
2023,Grant,Page,WR,Colorado,Utah State,2023-04-24 18:41:00+00:00,2023,Immediate,False,True,True,0.85,True,3.0,True
2023,Brent,Jackson,S,Bucknell,,2022-11-21 14:46:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Antwan,Massie,CB,UAB,,2022-08-24 18:56:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Gage,Haskin,TE,SMU,,2023-01-11 16:15:00+00:00,2023,Immediate,False,False,False,,False,,False
2023,Peter,Warrick,CB,Florida Atlantic,,2023-04-20 15:02:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Paris,Shand,DL,Arizona,LSU,2022-12-05 04:35:00+00:00,2022,Immediate,False,True,True,0.92,True,4.0,True
2023,Tywone,Malone,DL,Ole Miss,Ohio State,2023-04-19 16:04:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,DeJordan,Mask,S,Texas State,UCF,2022-12-19 20:12:00+00:00,2022,Immediate,False,True,True,0.85,True,3.0,True
2023,Josh,Witt,IOL,Northern State,Indiana,2022-11-15 19:44:00+00:00,2022,Immediate,False,True,True,,False,,False
2023,Tyden,Ferris,IOL,Central Michigan,Georgia State,2022-12-01 14:46:00+00:00,2022,Immediate,False,True,True,,False,2.0,True
2023,Noah,Plack,LB,Delaware,UConn,2023-02-01 21:43:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Chance,Nolan,QB,Oregon State,TCU,2022-12-01 22:08:00+00:00,2022,Immediate,False,True,True,0.85,True,3.0,True
2023,Cameron,Wright,WR,Memphis,,2022-12-29 21:05:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Casey,Thompson,QB,Nebraska,Florida Atlantic,2023-04-28 05:00:00+00:00,2023,Immediate,False,True,True,0.87,True,3.0,True
2023,Shabazz,Dotson,DL,SMU,,2022-08-29 20:49:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Ches,Jackson,OT,Colorado State,Ohio,2022-11-02 16:24:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Graham,Mertz,QB,Wisconsin,Florida,2022-12-04 23:32:00+00:00,2022,Immediate,False,True,True,0.9,True,4.0,True
2023,Deshawn,Woods,IOL,Wyoming,,2023-04-21 18:34:00+00:00,2023,Immediate,False,False,False,0.88,True,3.0,True
2023,Nasir,Pogue,CB,Troy,,2023-04-18 15:30:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Patrick,McMorris,CB,San Diego State,California,2023-04-15 19:29:00+00:00,2023,Immediate,False,True,True,0.9,True,4.0,True
2023,Jayvaun,Wilson,RB,UNLV,,2023-04-25 13:08:00+00:00,2023,Immediate,False,False,False,,False,4.0,True
2023,Michael,Furtney,OT,Wisconsin,,2022-12-05 21:34:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jouvensly,Bazil,RB,Washington State,,2022-11-28 17:17:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jaxon,Sawyer,RB,Washington State,,2023-05-02 15:23:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Michael,Ruttlen Jr.,S,Princeton,,2022-12-13 15:59:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Rodney,McGraw,EDGE,Penn State,Louisville,2022-12-05 13:32:00+00:00,2022,Immediate,False,True,True,0.87,True,3.0,True
2023,Julien,Simon,LB,USC,Tulsa,2022-12-05 02:36:00+00:00,2022,Immediate,False,True,True,,False,4.0,True
2023,Tahj,Bullock,QB,Virginia Tech,Akron,2023-04-24 13:23:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Reese,Smith,WR,West Virginia,Liberty,2022-12-05 12:23:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Jaylen,Johnson,S,Ohio State,Memphis,2022-12-05 14:30:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Colby,Smith,OT,Auburn,Troy,2023-04-30 16:24:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Da'Jon,Terry,DL,Tennessee,Oklahoma,2023-05-27 02:47:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,Jace,Feely,K,Arizona State,Colorado,2022-12-05 21:18:00+00:00,2022,Immediate,False,True,True,0.78,True,2.0,True
2023,B.J.,Davis,LB,South Carolina State,East Carolina,2022-12-01 17:16:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Justin,Williams-Thomas,RB,Tennessee,California,2022-12-05 06:22:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Luther,Richesson,QB,Cincinnati,,2022-08-18 01:14:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jason,Brown,QB,Virginia Tech,Jackson State,2022-12-05 21:01:00+00:00,2022,Immediate,False,True,True,,False,2.0,True
2023,RJ,Perry,OT,Tennessee,South Florida,2023-01-04 14:52:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Zach,Zimos,S,Arkansas,Louisiana Tech,2022-12-08 16:09:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Zy,Alexander,CB,SE Louisiana,LSU,2022-12-01 15:38:00+00:00,2022,Immediate,False,True,True,0.93,True,4.0,True
2023,De'Zhaun,Stribling,WR,Washington State,Oklahoma State,2022-12-05 14:40:00+00:00,2022,Immediate,False,True,True,0.91,True,4.0,True
2023,Elijah,Spencer,WR,Charlotte,Minnesota,2022-12-04 20:14:00+00:00,2022,Immediate,False,True,True,0.9,True,4.0,True
2023,Da'Quan,Felton,WR,Norfolk State,Virginia Tech,2022-11-21 09:28:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Cale,Sanders,CB,Fresno State,SMU,2022-12-08 17:59:00+00:00,2022,Immediate,False,True,True,0.87,True,3.0,True
2023,Bobby,Taylor,CB,Texas A&M,,2023-04-19 15:17:00+00:00,2023,Immediate,False,False,False,0.87,True,3.0,True
2023,Thad,Franklin,RB,Miami,,2022-12-05 11:45:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,Mumu,Bin-Wahad,CB,West Virginia,UConn,2022-11-14 19:41:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Jimeto,Obigbo,OT,Incarnate Word,Texas State,2023-01-11 01:50:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Rusty,Staats,OT,Western Kentucky,Texas Tech,2022-12-05 16:53:00+00:00,2022,Immediate,False,True,True,0.87,True,3.0,True
2023,Marshawn,Kneeland,EDGE,Western Michigan,Colorado,2022-12-02 23:13:00+00:00,2022,Immediate,False,True,True,0.87,True,3.0,True
2023,Vito,Calvaruso,K,Wisconsin,,2023-04-27 00:32:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Darion,Smith,LB,Charlotte,,2023-04-28 17:58:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Almarion,Crim,OT,Houston,,2022-12-05 15:57:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Peyton,Dixon,RB,New Mexico,Nevada,2022-12-06 06:00:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Richard,Torres,QB,Nebraska,,2023-04-25 16:12:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,William,Thomas,OT,New Mexico State,,2023-04-18 18:17:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Nathanial,Vakos,K,Ohio,Wisconsin,2022-12-31 00:53:00+00:00,2022,Immediate,False,True,True,0.79,True,2.0,True
2023,Malik,Reed,LB,Arizona,,2022-12-20 17:31:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Tyre,Shelton,WR,Miami (OH),Louisiana Tech,2022-12-05 21:02:00+00:00,2022,Immediate,False,True,True,,False,2.0,True
2023,Joe,Fagnano,PRO,Maine,UConn,2023-02-01 21:43:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Caleb,Medford,WR,TCU,New Mexico,2022-12-08 15:26:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Kirmari,Gainous,EDGE,Kansas State,,2022-08-24 17:25:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Terry,Roberts,CB,Miami,,2023-06-01 21:42:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Derek,Taylor,ATH,Tennessee,,2023-04-24 17:38:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Cam,Johnson,CB,Virginia Tech,,2023-04-30 22:53:00+00:00,2023,Immediate,False,False,False,,False,4.0,True
2023,Ian,Fitzgerald,OT,Missouri State,BYU,2022-11-21 19:20:00+00:00,2022,Immediate,False,True,True,0.86,True,3.0,True
2023,Arden,Walker,DL,Missouri,Colorado,2023-05-01 16:40:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2023,Joe,Andreessen,LB,Bryant,Buffalo,2022-12-01 17:02:00+00:00,2022,Immediate,False,True,True,0.85,True,3.0,True
2023,Charles,Amankwaa,CB,Akron,Rutgers,2022-10-26 16:01:00+00:00,2022,Immediate,False,True,True,0.85,True,3.0,True
2023,Isaiah,Iton,DL,Ole Miss,Rutgers,2023-01-07 01:10:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Dallan,Wright,WR,Virginia Tech,Jacksonville State,2023-04-27 13:40:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Billy,Lutui,DL,Sacramento State,Portland State,2023-04-30 05:00:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
2023,Darren,Brown,DL,SMU,Incarnate Word,2022-12-05 20:33:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Jojuan,Claiborne,CB,Nevada,,2022-10-26 15:59:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Grayson,McCall,QB,Coastal Carolina,,2022-12-12 19:48:00+00:00,2022,Immediate,False,False,False,0.94,True,4.0,True
2023,Isaiah,Lewis,CB,Colorado,,2022-11-30 16:21:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,Aaron,Moore,WR,Old Dominion,,2022-12-02 14:16:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Jacob,Katona,DL,Stanford,,2022-12-02 14:09:00+00:00,2022,Immediate,False,False,False,,False,,False
2023,JP,Zamora,QB,Washington State,,2022-11-15 17:35:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Diego,LaMonica,TE,Vanderbilt,,2022-12-05 14:25:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jordan,McCloud,QB,Arizona,James Madison,2022-10-27 22:05:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Luis,Chavarria,IOL,Prairie View A&M,,2023-04-29 17:07:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Karl,Odrick,DL,Ball State,,2023-04-15 14:55:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Fitzroy,Gardner,LB,UL Monroe,,2023-04-18 16:25:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Shoka,Griffin,RB,Ball State,,2023-04-18 18:03:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Joe,Humphreys,QB,Miami (OH),,2023-04-25 21:37:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Dion,Hunter,LB,New Mexico,,2023-04-26 14:08:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Allan,Baugh,DL,Colorado,Valdosta State,2023-04-19 15:17:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Eddie,Kelly,DL,South Florida,Georgia Tech,2023-04-17 14:20:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Lorenzo,Styles,WR,Notre Dame,Ohio State,2023-04-21 16:43:00+00:00,2023,Immediate,False,True,True,0.9,True,4.0,True
2023,Landen,King,TE,Auburn,Utah,2023-04-30 16:24:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,Jack,Henderson,S,SE Louisiana,Minnesota,2022-12-06 17:02:00+00:00,2022,Immediate,False,True,True,0.89,True,3.0,True
2023,Deondre,Buford,OT,Kentucky,Cincinnati,2023-05-01 16:02:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2023,Ajani,Cornelius,OT,Rhode Island,Oregon,2022-12-01 14:42:00+00:00,2022,Immediate,False,True,True,0.92,True,4.0,True
2023,Sebastian,Benjamin,EDGE,Saint Francis (PA),,2022-11-28 18:32:00+00:00,2022,Immediate,False,False,False,,False,,False
2023,Mosiah,Nasili-Kite,DL,Maryland,Auburn,2023-01-01 16:23:00+00:00,2023,Immediate,False,True,True,0.9,True,4.0,True
2023,Daquan,Evans,CB,South Florida,,2022-11-29 20:14:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Garrett,Morris,LB,Pennsylvania,,2022-11-20 23:48:00+00:00,2022,Immediate,False,False,False,,False,2.0,True
2023,Ryan,Selig,LB,Western Michigan,Minnesota,2022-11-28 17:32:00+00:00,2022,Immediate,False,True,True,0.88,True,3.0,True
2023,Corey,Warren,DL,Coastal Carolina,Georgia State,2023-04-18 21:03:00+00:00,2023,Immediate,False,True,True,0.79,True,2.0,True
2023,William,Hardrick,CB,Mississippi State,,2023-04-15 13:40:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Trenton,Olson,TE,Washington State,,2023-04-28 13:49:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Kwame,Sutton,OLB,Austin Peay,,2023-04-25 20:27:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Dante,Walker,EDGE,Western Kentucky,,2022-12-12 14:20:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Christian,Carter,WR,Pittsburg State,,2023-05-18 22:57:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Tyrone,Sampson Jr.,IOL,Fresno State,Fresno State,2022-12-30 20:50:00+00:00,2022,Immediate,False,True,True,,False,4.0,True
2023,Marques,Cox,OT,Northern Illinois,Kentucky,2022-11-28 18:00:00+00:00,2022,Immediate,False,True,True,0.88,True,3.0,True
2023,Chauncey,Magwood,WR,Kentucky,UCF,2022-11-28 17:16:00+00:00,2022,Immediate,False,True,True,0.86,True,3.0,True
2023,Hayden,Wolff,QB,Old Dominion,Western Michigan,2023-04-11 19:08:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2023,Tony,Davis,CB,Duke,,2022-11-29 14:51:00+00:00,2022,Immediate,False,False,False,,False,4.0,True
2023,I'Shawn,Stewart,WR,Eastern Michigan,,2022-11-18 16:29:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Giovonni,Harper,S,San José State,Texas Southern,2022-12-01 06:00:00+00:00,2022,Immediate,False,True,True,,False,,False
2023,Terrell,Tilmon,EDGE,Oregon,Texas Tech,2022-12-04 19:47:00+00:00,2022,Immediate,False,True,True,0.86,True,3.0,True
2023,Bam,Amina,LB,Colorado State,UNLV,2022-08-15 14:19:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Bailey,Rice,P,Charlotte,,2023-05-02 15:01:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Brandon,Calloway,CB,Purdue,Georgia Southern,2023-04-30 14:48:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Aaron,Austin,DL,Colorado,,2023-04-24 18:44:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Antonio,Webb Jr.,CB,James Madison,,2022-08-11 10:23:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Joe,Wilkins,CB,Notre Dame,,2022-11-07 22:42:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Jarret,Doege,QB,Western Kentucky,Troy,2022-08-15 15:52:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,George,Miki-Han,IOL,Colorado State,Lindenwood University,2022-12-05 17:09:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Ze'Vian,Capers,WR,Auburn,Western Kentucky,2022-11-01 18:41:00+00:00,2022,Immediate,False,True,True,,False,4.0,True
2023,DaeSean,Winston,S,Temple,UAlbany,2022-11-28 19:02:00+00:00,2022,Immediate,False,True,True,,False,3.0,True
2023,Jack,Martin,P,Alabama,Houston,2022-10-31 13:57:00+00:00,2022,Immediate,False,True,True,,False,2.0,True
2023,MJ,Daniels,S,Ole Miss,Southern Miss,2022-12-05 23:03:00+00:00,2022,Immediate,False,True,True,,False,4.0,True
2023,Chandler,Martin,LB,East Tennessee State,Memphis,2022-11-22 02:25:00+00:00,2022,Immediate,False,True,True,,False,2.0,True
2023,John Paul,Richardson,WR,Oklahoma State,TCU,2023-01-03 22:33:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,Terrance,Copper Jr.,WR,East Carolina,,2023-04-30 14:33:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2023,Rocky,Shelton,LB,Duke,,2022-11-29 14:50:00+00:00,2022,Immediate,False,False,False,,False,3.0,True
2023,Isaiah,Rogers,DL,Central Michigan,,2023-04-20 14:46:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Aljareek,Malry,S,VMI,Ball State,2022-11-21 19:11:00+00:00,2022,Immediate,False,True,True,,False,,False
2023,Braylon,Ryan,DL,Coastal Carolina,,2023-01-13 18:01:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Antwain,Barham,LB,Memphis,,2023-04-24 13:35:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Keveionta,Spears,DL,Louisiana Tech,,2023-05-01 15:55:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Elijah,Howard,CB,Virginia Tech,,2023-04-23 14:04:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Kahlil,Brantley,TE,Miami,Florida Atlantic,2023-04-15 13:28:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2023,Cameron,Williams,S,Washington,Georgia Southern,2022-12-05 19:01:00+00:00,2022,Immediate,False,True,True,,False,4.0,True
2023,Andre,Carter,DL,Western Michigan,Indiana,2022-12-03 03:05:00+00:00,2022,Immediate,False,True,True,0.93,True,4.0,True
2023,Mycah,Pittman,WR,Florida State,Utah,2023-04-28 20:45:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2023,Evan,Branch-Haynes,DL,Arizona,,2023-04-20 17:03:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2023,Ja'Qurious,Conley,S,North Carolina,,2023-04-24 18:23:00+00:00,2023,Immediate,False,False,False,,False,4.0,True
2023,A'Khoury,Lyde,CB,Wisconsin,,2023-04-27 17:38:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
