gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected
401636607,2024,1,regular,Southern Utah,UAC,away,0,0,0,86,0,5,0,4,0,2,0,,28:45,1,0,1,13-78,2.6,30,79,3.4,8-21,71,150,0-1,3-13,9,1,0,1,2,0,39,1,0,1
401632066,2024,1,regular,Montana State,Big Sky,away,31,3,1,,,,7,,,,0,,44:36,0,0,0,6-45,5.9,56,329,6.3,14-24,152,481,2-2,8-17,25,54,0,5,,,,,,
401632066,2024,1,regular,Utah Tech,UAC,home,7,1,0,,,,1,,,,0,1,15:24,0,0,0,4-21,5.2,14,73,4.0,12-26,103,176,0-0,1-11,6,,,,,,,,,
401628327,2024,1,regular,Missouri,SEC,home,51,4,1,2,0,1,15,25,1,1,1,1,33:14,0,1,1,7-44,5.1,37,189,7.3,29-41,300,489,0-0,8-13,30,,,,6,1,31,2,1,4
401628327,2024,1,regular,Murray State,MVFC,away,0,0,0,,,,,,,,1,1,26:46,1,1,2,6-52,1.7,35,58,1.8,7-15,27,85,0-1,4-15,5,,,,2,0,46,0,0,1
401632062,2024,1,regular,Louisville,ACC,home,62,3,4,,,,14,29,0,1,1,0,30:50,0,0,0,4-30,10.5,28,293,8.2,27-34,278,571,0-0,4-10,23,40,0,5,14,1,39,7,1,1
401632062,2024,1,regular,Austin Peay,UAC,away,0,0,0,16,0,1,,,,,0,1,29:10,1,1,2,1-5,1.0,34,34,3.0,14-24,72,106,0-0,4-15,9,,,,4,0,37,2,3,2
401632064,2024,1,regular,Arkansas State,Sun Belt,home,34,3,1,114,0,4,10,,,,0,1,32:37,1,1,2,5-63,3.3,43,140,6.7,24-47,317,457,1-2,11-22,24,62,0,5,7,0,25,2,7,1
401632064,2024,1,regular,Central Arkansas,UAC,away,31,3,1,106,0,7,7,8,0,1,3,2,27:23,0,0,0,11-62,7.3,32,235,6.8,16-29,197,432,0-0,4-13,20,0,0,1,5,0,37,3,4,10
401628326,2024,1,regular,Mississippi State,SEC,home,56,3,3,,,,8,51,1,1,0,3,21:54,0,0,0,4-15,5.8,35,203,11.2,15-22,247,450,2-3,5-11,19,133,1,7,4,3,20,2,5,5
401628326,2024,1,regular,Eastern Kentucky,UAC,away,7,0,1,38,0,3,1,,,,0,1,38:06,1,0,1,2-20,3.3,38,126,4.4,22-38,169,295,0-3,8-20,16,,,,3,0,24,1,2,0
401645321,2024,1,regular,Memphis,American Athletic,home,40,3,2,14,0,1,10,7,0,2,1,1,27:16,0,0,0,3-15,2.3,26,59,10.3,22-30,308,367,0-0,6-11,17,28,0,2,8,0,31,3,3,4
401645321,2024,1,regular,North Alabama,UAC,away,0,0,0,,,,,,,,2,3,32:44,2,1,3,8-50,2.2,31,67,4.2,17-28,118,185,3-5,3-15,11,-1,0,1,5,0,38,1,2,2
401654662,2024,1,regular,Southeast Missouri State,Big South-OVC,home,37,4,1,53,0,1,5,10,0,2,2,1,36:39,0,1,1,8-81,3.9,45,176,6.3,24-31,196,372,1-1,8-15,23,,,,,,,,,
401654662,2024,1,regular,North Alabama,UAC,away,15,2,0,75,0,4,1,,,,1,3,23:21,2,2,4,6-34,6.2,35,216,4.3,12-24,104,320,1-3,4-12,16,3,0,1,,,,,,
401654665,2024,1,regular,McNeese,Southland,away,23,1,2,19,0,1,5,,,,0,4,25:32,1,3,4,8-64,4.3,46,200,12.3,14-20,245,445,2-2,3-11,20,3,0,1,,,,,,
401654665,2024,1,regular,Tarleton State,UAC,home,26,1,1,20,0,1,8,0,0,1,3,1,34:28,0,0,0,1-13,4.5,43,195,5.5,12-26,144,339,1-1,4-14,19,1,0,2,,,,,,
401628321,2024,1,regular,Auburn,SEC,home,73,3,6,16,0,1,13,,,,0,2,13:26,0,2,2,5-60,9.8,18,177,16.1,18-28,451,628,0-0,4-6,18,70,1,5,11,1,47,3,1,3
401628321,2024,1,regular,Alabama A&M,SWAC,away,3,0,0,94,0,5,3,,,,2,1,36:34,0,0,0,7-60,1.0,36,36,6.0,16-34,204,240,1-2,2-16,13,,,,0,0,24,0,0,2
401628319,2024,1,regular,Alabama,SEC,home,63,6,3,,,,9,87,0,2,0,3,30:35,0,1,1,7-59,7.1,47,334,14.8,12-18,266,600,1-1,8-13,25,42,0,5,7,0,31,1,3,8
401628319,2024,1,regular,Western Kentucky,Conference USA,away,0,0,0,38,0,2,0,,,,1,0,29:25,2,0,2,4-40,1.6,27,42,2.6,22-40,103,145,2-3,3-18,10,,,,2,0,43,1,0,1
401628454,2024,1,regular,Nebraska,Big Ten,home,40,3,2,75,0,3,8,18,0,2,0,1,38:32,0,1,1,3-35,4.7,47,223,7.9,25-36,284,507,0-2,11-17,30,25,0,3,9,0,31,1,0,2
401628454,2024,1,regular,UTEP,Conference USA,away,7,0,1,48,0,3,1,,,,1,0,21:28,2,0,2,9-76,2.3,24,56,5.7,16-26,149,205,0-0,3-10,12,29,0,1,3,0,52,1,2,2
401641007,2024,1,regular,Nicholls,Southland,away,17,0,1,,,,5,79,1,3,2,1,28:18,0,1,1,6-68,1.7,37,62,5.3,10-26,138,200,0-1,3-16,13,2,0,1,6,1,26,3,1,1
401641007,2024,1,regular,Louisiana Tech,Conference USA,home,25,1,2,52,0,3,5,,,,1,3,31:42,3,2,5,7-45,2.7,41,109,8.7,16-32,277,386,0-0,6-16,16,46,0,4,8,0,25,6,1,2
401628449,2024,1,regular,Indiana,Big Ten,home,31,3,1,25,0,1,7,20,0,1,0,3,32:40,0,0,0,9-80,5.9,40,234,7.2,15-25,180,414,1-2,4-10,23,1,0,2,8,0,29,4,2,1
401628449,2024,1,regular,Florida International,Conference USA,away,7,0,1,,,,1,,,,0,2,27:20,1,0,1,3-25,1.8,30,53,4.4,20-29,129,182,1-4,4-13,13,,,,3,0,33,2,2,4
401636343,2024,1,regular,North Carolina Central,MEAC,away,31,2,1,85,0,3,7,31,1,1,0,,27:46,0,0,0,5-35,4.7,32,151,6.6,9-18,119,270,0-0,4-10,15,10,0,2,,,,,,
401636343,2024,1,regular,Alabama State,SWAC,home,24,2,0,104,1,4,6,,,,0,1,30:32,1,0,1,4-22,4.6,39,178,5.7,8-15,85,263,1-2,4-11,15,6,0,1,,,,,,
401641023,2024,1,regular,Tennessee Tech,Big South-OVC,away,25,0,3,59,0,4,5,10,0,1,0,,27:09,1,0,1,7-81,3.4,20,67,6.1,29-45,274,341,1-2,5-13,21,,,,5,0,38,1,1,2
401641023,2024,1,regular,Middle Tennessee,Conference USA,home,32,3,1,30,0,3,6,42,0,1,0,,32:51,1,0,1,8-81,3.6,33,118,6.0,20-35,210,328,3-4,9-17,20,0,0,1,7,0,38,2,5,4
401628320,2024,1,regular,Arkansas,SEC,home,70,8,2,30,0,1,10,,,,0,2,32:15,0,0,0,6-48,8.5,33,279,11.0,28-37,408,687,0-0,9-9,34,33,0,1,10,0,22,4,5,4
401628320,2024,1,regular,Arkansas-Pine Bluff,SWAC,away,0,0,0,10,0,1,,,,,0,,27:45,0,0,0,5-35,0.3,23,7,5.3,11-23,123,130,0-0,1-10,10,,,,2,0,26,0,0,2
401636380,2024,1,regular,Louisiana,Sun Belt,home,40,1,3,53,0,2,10,50,1,1,0,1,34:18,1,0,1,1-5,4.2,28,118,9.6,29-38,363,481,0-1,7-11,24,-4,0,2,4,1,29,0,4,0
401636380,2024,1,regular,Grambling,SWAC,away,10,1,0,77,0,5,4,0,0,1,0,,25:42,1,0,1,6-25,3.8,20,75,5.9,19-28,166,241,0-0,4-11,12,,,,2,0,39,1,1,2
401636387,2024,1,regular,UL Monroe,Sun Belt,home,30,2,2,43,0,2,6,0,0,1,0,,34:49,0,0,0,9-46,5.0,41,204,8.8,11-15,132,336,2-2,5-14,17,11,0,1,,,,,,
401636387,2024,1,regular,Jackson State,SWAC,away,14,1,1,34,0,2,2,,,,0,1,25:11,1,0,1,8-60,2.5,24,59,7.8,24-29,227,286,0-1,5-11,16,,,,,,,,,
401643704,2024,1,regular,Idaho State,Big Sky,away,15,0,2,34,0,2,1,,,,1,1,22:31,2,0,2,3-35,5.1,16,82,5.1,23-45,229,311,0-1,6-12,22,,,,5,0,30,2,0,1
401643704,2024,1,regular,Oregon State,Pac-12,home,38,4,1,,,,8,39,0,2,0,3,37:29,0,1,1,5-59,6.2,58,362,10.6,11-14,148,510,1-2,7-11,29,,,,3,0,21,2,12,5
401637159,2024,1,regular,Portland State,Big Sky,away,30,2,2,31,0,1,6,,,,2,2,40:26,1,0,1,7-35,4.5,48,215,6.7,20-35,234,449,2-4,7-19,21,,,,3,0,30,0,1,1
401637159,2024,1,regular,Washington State,Pac-12,home,70,3,6,44,0,2,8,100,1,1,0,,19:34,0,0,0,5-51,8.3,27,224,17.2,17-24,413,637,2-2,3-8,21,0,0,1,6,1,48,1,7,2
401654584,2024,1,regular,Tennessee State,Big South-OVC,home,41,1,3,5,0,1,11,,,,1,0,29:50,1,0,1,10-102,4.6,30,138,10.5,22-34,357,495,1-2,5-12,21,30,0,3,,,,,,
401654584,2024,1,regular,Mississippi Valley State,SWAC,away,21,1,2,97,0,6,3,24,0,1,0,3,30:10,1,1,2,11-61,1.9,36,69,8.5,13-23,195,264,1-1,4-12,16,,,,,,,,,
401643774,2024,1,regular,Charlotte,American Athletic,home,7,0,1,112,0,4,1,0,0,1,1,2,31:42,2,1,3,6-44,4.2,31,131,4.3,22-45,193,324,2-5,7-19,17,,,,10,0,26,1,0,5
401643774,2024,1,regular,James Madison,Sun Belt,away,30,2,2,,,,6,-2,0,2,1,1,28:18,1,1,2,3-34,4.7,42,198,12.2,10-18,219,417,2-4,3-11,16,,,,6,0,33,2,7,5
401628590,2024,1,regular,Stony Brook,Coastal Athletic,away,3,0,0,45,0,2,3,,,,0,1,35:38,1,0,1,5-35,2.0,47,94,4.8,18-33,158,252,3-4,6-21,15,6,0,1,2,0,28,1,3,3
401628590,2024,1,regular,Marshall,Sun Belt,home,45,1,5,51,0,1,9,0,0,1,0,,24:22,0,0,0,1-10,7.2,36,259,9.1,21-32,290,549,0-0,5-11,27,41,0,4,5,0,27,4,7,6
401654565,2024,1,regular,Texas Southern,SWAC,away,27,2,1,89,0,2,9,,,,1,0,37:00,1,0,1,2-25,4.5,36,163,5.2,20-30,155,318,0-1,6-15,17,2,0,4,,,,,,
401654565,2024,1,regular,Prairie View A&M,SWAC,home,9,0,0,102,0,5,9,19,0,1,0,1,23:00,0,1,1,9-89,1.8,22,40,5.5,18-40,219,259,0-2,4-15,12,-3,0,3,,,,,,
401654557,2024,1,regular,McNeese,Southland,home,21,3,0,39,0,2,3,0,0,1,2,2,28:32,0,2,2,11-118,3.9,42,164,4.7,10-23,108,272,1-2,7-16,13,,,,,,,,,
401654557,2024,1,regular,Southern,SWAC,away,7,1,0,35,0,1,1,,,,2,2,31:28,1,2,3,10-95,1.7,39,66,4.6,13-29,132,198,0-1,7-18,16,,,,,,,,,
401643776,2024,1,regular,Lamar,Southland,away,27,1,2,20,0,1,9,10,0,1,1,0,27:56,0,0,0,12-106,1.8,29,51,7.0,16-34,237,288,1-3,3-14,18,,,,4,0,38,1,0,2
401643776,2024,1,regular,Texas State,Sun Belt,home,34,1,3,40,0,2,8,,,,0,2,31:59,1,1,2,16-156,5.2,41,213,6.8,28-40,273,486,1-2,7-13,30,53,0,5,10,0,24,7,8,5
401643700,2024,1,regular,Boise State,Mountain West,away,56,7,1,23,0,2,6,,,,1,1,28:31,1,0,1,8-90,10.6,35,371,9.0,22-31,280,651,0-2,7-11,23,,,,7,0,46,4,2,6
401643700,2024,1,regular,Georgia Southern,Sun Belt,home,45,4,2,135,0,5,7,0,0,1,0,4,31:29,0,1,1,4-35,4.0,35,139,6.4,28-50,322,461,1-2,12-19,27,,,,4,0,29,0,1,3
401628329,2024,1,regular,South Carolina,SEC,home,23,2,0,53,0,3,11,9,0,2,2,1,35:46,0,1,1,5-33,3.1,56,174,5.0,10-23,114,288,2-2,5-18,18,10,0,2,8,0,52,5,4,5
401628329,2024,1,regular,Old Dominion,Sun Belt,away,19,1,1,24,0,2,7,,,,1,4,24:14,2,2,4,5-33,3.2,34,108,5.2,22-38,197,305,1-1,9-18,17,,,,10,0,53,4,3,1
401640998,2024,1,regular,Jacksonville State,Conference USA,home,27,2,1,23,0,1,9,0,0,1,1,4,20:09,2,1,3,7-59,4.1,30,123,8.7,14-27,234,357,1-1,1-10,16,,,,5,0,36,0,1,2
401640998,2024,1,regular,Coastal Carolina,Sun Belt,away,55,3,3,97,0,4,13,20,0,2,1,1,39:51,1,1,2,5-35,5.2,57,294,12.9,13-20,258,552,1-1,5-13,25,8,0,2,4,1,27,3,0,3
401634133,2024,1,regular,East Tennessee State,Southern,away,10,1,0,23,0,1,4,,,,0,,30:30,0,0,0,7-65,4.6,40,183,6.1,11-20,122,305,1-3,3-13,15,,,,2,0,32,0,5,5
401634133,2024,1,regular,App State,Sun Belt,home,38,3,2,49,0,2,8,,,,0,,28:25,0,0,0,6-61,5.4,32,174,9.1,22-36,326,500,1-2,6-13,22,0,0,1,6,0,20,3,3,0
401634302,2024,1,regular,Georgia Tech,ACC,home,35,3,2,,,,5,,,,1,0,30:02,1,0,1,8-72,6.6,34,225,9.1,25-30,274,499,2-2,4-9,22,22,0,2,8,0,35,0,1,4
401634302,2024,1,regular,Georgia State,Sun Belt,away,12,0,1,48,0,2,6,0,0,1,0,1,29:58,0,1,1,4-40,5.2,29,150,6.2,19-34,210,360,2-4,3-12,19,0,0,1,5,0,41,0,1,4
401643775,2024,1,regular,North Texas,American Athletic,away,52,3,3,145,0,7,10,,,,0,,29:32,0,0,0,6-50,3.1,34,104,10.6,33-42,446,550,0-1,8-12,28,52,1,4,3,1,26,2,6,3
401643775,2024,1,regular,South Alabama,Sun Belt,home,38,2,3,19,0,1,8,,,,0,,30:28,0,0,0,8-75,4.5,33,150,8.8,26-49,432,582,2-3,6-14,29,,,,1,0,27,0,1,2
401628324,2024,1,regular,Kentucky,SEC,home,31,1,3,20,0,1,7,-5,0,2,0,,20:00,1,0,1,4-45,6.2,24,148,9.4,12-18,169,317,0-0,3-5,19,5,0,1,7,0,19,2,2,2
401628324,2024,1,regular,Southern Miss,Sun Belt,away,0,0,0,30,0,2,,0,0,1,0,,15:04,2,0,2,4-20,0.4,12,5,6.6,13-19,126,131,0-1,3-8,7,,,,2,0,22,0,3,2
401643701,2024,1,regular,Nevada,Mountain West,away,28,2,2,84,0,3,2,,,,0,1,29:35,0,0,0,4-45,6.3,34,214,8.5,18-21,179,393,0-1,7-12,17,,,,6,0,24,1,2,4
401643701,2024,1,regular,Troy,Sun Belt,home,26,2,1,43,0,3,8,,,,0,,30:25,0,0,0,4-40,5.3,36,190,6.7,20-30,201,391,1-1,9-15,24,7,0,1,5,0,22,0,1,3
401645322,2024,1,regular,Navy,American Athletic,home,49,4,3,106,0,4,5,,,,2,0,33:01,2,0,2,7-55,5.0,53,264,9.1,10-19,173,437,1-1,10-17,20,32,0,2,7,0,40,4,6,1
401645322,2024,1,regular,Bucknell,Patriot,away,21,2,1,126,0,5,3,19,0,2,0,3,26:59,0,2,2,8-69,3.4,39,131,7.1,15-29,206,337,1-3,6-17,14,21,0,4,2,0,45,1,3,0
401656600,2024,1,regular,Maine,Coastal Athletic,home,17,2,0,64,0,2,5,0,0,1,0,1,30:15,0,1,1,5-35,2.7,37,101,8.5,17-22,186,287,0-0,5-11,17,34,0,2,,,,,,
401656600,2024,1,regular,Colgate,Patriot,away,14,2,0,69,0,3,2,,,,1,0,29:45,1,0,1,6-45,4.0,32,129,6.4,17-27,174,303,1-2,6-12,18,,,,,,,,,
401644729,2024,1,regular,Bowling Green,Mid-American,home,41,5,0,123,1,2,5,,,,0,1,27:23,0,0,0,7-85,9.2,33,305,7.4,16-23,170,475,1-1,5-9,22,16,0,2,6,1,34,5,0,2
401644729,2024,1,regular,Fordham,Patriot,away,17,0,2,71,0,4,5,,,,0,,32:37,0,0,0,6-40,4.3,42,182,9.5,14-23,219,401,4-5,4-16,18,,,,2,0,26,0,3,0
401628588,2024,1,regular,Rhode Island,Coastal Athletic,home,20,0,2,10,0,1,8,,,,0,6,29:13,0,3,3,8-67,3.2,33,106,8.3,21-35,290,396,3-3,8-16,19,,,,,,,,,
401628588,2024,1,regular,Holy Cross,Patriot,away,17,1,1,61,0,4,5,,,,3,0,30:47,0,0,0,9-68,4.7,36,170,5.6,10-18,101,271,1-2,3-11,16,11,0,1,,,,,,
401644727,2024,1,regular,Buffalo,Mid-American,home,30,2,2,31,0,2,6,17,0,2,0,2,31:13,0,1,1,7-70,4.5,46,208,8.1,14-24,195,403,0-0,5-13,23,23,0,4,11,0,42,3,0,1
401644727,2024,1,regular,Lafayette,Patriot,away,13,0,2,27,0,1,1,,,,1,0,28:47,2,0,2,3-25,1.5,29,43,5.1,24-35,180,223,1-3,5-16,14,13,0,2,3,0,38,0,2,4
401645319,2024,1,regular,Army,American Athletic,home,42,6,0,30,0,2,6,3,0,2,0,1,33:04,0,0,0,1-5,6.7,56,375,7.1,5-8,57,432,2-2,7-9,26,,,,3,0,33,0,2,1
401645319,2024,1,regular,Lehigh,Patriot,away,7,1,0,20,0,1,1,,,,0,,26:56,2,0,2,4-50,5.2,33,172,5.8,10-19,110,282,1-3,3-9,16,,,,0,0,27,0,1,0
401628451,2024,1,regular,Maryland,Big Ten,home,50,3,3,,,,14,0,0,2,1,0,34:21,0,0,0,5-45,5.4,46,248,10.3,27-37,381,629,1-1,6-16,29,3,0,3,2,0,38,1,2,3
401628451,2024,1,regular,UConn,FBS Independents,away,7,0,1,128,0,5,1,,,,0,1,25:39,2,1,3,5-42,2.9,30,88,6.7,14-33,222,310,0-1,5-16,11,1,0,2,8,0,53,1,0,2
401674305,2024,1,regular,Mercyhurst,NEC,away,28,1,3,92,0,4,4,,,,1,1,34:22,0,1,1,8-53,4.6,32,147,8.6,21-31,267,414,1-3,3-10,23,16,0,1,,,,,,
401674305,2024,1,regular,Wheeling,Mountain East,home,25,1,2,73,0,3,5,,,,1,1,25:38,0,1,1,5-32,4.3,30,128,6.7,15-33,221,349,0-2,7-14,18,2,0,1,,,,,,
401645316,2024,1,regular,UAB,American Athletic,home,41,2,2,43,0,2,11,-3,0,1,1,2,31:28,1,2,3,9-67,5.7,53,302,6.7,23-32,215,517,1-2,7-15,31,108,1,4,8,1,42,5,3,5
401645316,2024,1,regular,Alcorn State,SWAC,away,3,0,0,38,0,3,3,-2,0,1,2,3,28:32,1,1,2,7-61,2.9,41,117,2.9,9-21,60,177,0-0,4-15,12,,,,5,0,67,0,3,2
401636363,2024,1,regular,South Florida,American Athletic,home,48,5,1,10,0,2,12,80,0,3,0,,22:20,0,0,0,7-85,5.0,46,231,7.5,15-23,172,403,1-2,8-15,20,68,0,5,16,0,32,3,4,4
401636363,2024,1,regular,Bethune-Cookman,SWAC,away,3,0,0,46,0,3,3,,,,0,1,37:40,2,0,2,10-75,1.2,41,48,3.7,17-33,122,170,1-2,3-18,17,2,0,1,4,0,27,3,1,1
401628579,2024,1,regular,Bryant,Coastal Athletic,away,17,1,1,22,0,1,5,,,,0,1,31:13,1,1,2,5-50,2.5,27,67,6.8,20-37,252,319,1-1,5-15,19,,,,,,,,,
401628579,2024,1,regular,Delaware,CAA,home,48,3,4,34,0,2,6,38,0,1,1,0,28:47,0,0,0,5-50,6.1,30,183,6.0,29-41,245,428,1-1,7-13,24,27,0,1,,,,,,
401655621,2024,1,regular,San Diego,Pioneer,home,27,0,0,,,,,,,,0,, 00:00,0,0,0,0-0,6.6,7,46,8.0,3-3,24,70,1-1,1-2,4,,,,,,,,,
401655621,2024,1,regular,Cal Poly,Big Sky,away,21,0,0,,,,,,,,0,, 2:07,0,0,0,0-0,0.0,1,0,5.3,3-6,32,32,0-0,1-2,2,,,,,,,,,
401634301,2024,1,regular,California,ACC,home,31,2,1,68,1,2,7,25,0,3,0,2,29:44,0,1,1,5-48,2.7,38,102,6.4,18-28,179,281,3-4,2-13,16,19,0,3,3,1,25,0,7,8
401634301,2024,1,regular,UC Davis,Big Sky,away,13,1,0,39,0,2,1,,,,1,0,30:16,3,0,3,3-13,3.3,25,83,4.6,24-48,221,304,0-4,4-13,20,11,0,1,6,0,34,1,1,5
