season,team,conference,returning_total_ppa,returning_passing_ppa,returning_receiving_ppa,returning_rushing_ppa,returning_percent_ppa,returning_percent_passing_ppa,returning_percent_receiving_ppa,returning_percent_rushing_ppa,returning_usage,returning_passing_usage,returning_receiving_usage,returning_rushing_usage
2019,South Alabama,Sun Belt,51.3,-2.6,56.3,-2.5,0.249,-0.034,0.381,0.143,0.386,0.066,0.365,0.622
2019,South Carolina,SEC,319.2,121.9,160.2,37.1,0.717,0.764,0.657,0.885,0.772,0.874,0.618,0.804
2019,South Florida,American Athletic,257.9,70.8,89.6,97.5,0.743,0.907,0.56,0.894,0.732,0.789,0.518,0.838
2019,Southern Miss,Conference USA,178.2,36.3,127.4,14.5,1.042,1.028,0.925,-7.632,0.916,0.995,0.916,0.822
2019,Stanford,Pac-12,264.9,186.6,63.1,15.2,0.597,1.0,0.255,1.49,0.643,1.0,0.332,0.535
2019,Syracuse,ACC,144.7,-4.7,117.1,32.2,0.377,-0.052,0.62,0.308,0.434,0.223,0.613,0.498
2019,TCU,Big 12,150.4,45.4,87.6,17.4,0.693,0.799,0.66,0.635,0.595,0.338,0.667,0.79
2019,Temple,American Athletic,219.6,87.3,123.0,9.3,0.567,0.73,0.595,0.154,0.585,0.825,0.587,0.349
2019,Tennessee,SEC,228.3,79.9,143.1,5.4,0.865,0.78,0.923,0.885,0.871,0.837,0.905,0.875
2019,Texas,Big 12,352.4,150.0,134.3,68.0,0.708,0.908,0.524,0.884,0.684,0.894,0.51,0.62
2019,Texas A&M,SEC,300.1,109.7,144.7,45.7,0.648,0.864,0.652,0.402,0.667,0.947,0.685,0.385
2019,Texas State,Sun Belt,91.6,18.1,95.0,-21.5,0.409,0.302,0.583,-13.437,0.643,0.613,0.592,0.702
2019,Texas Tech,Big 12,304.4,175.5,110.7,18.2,0.579,0.914,0.369,0.538,0.626,0.899,0.4,0.516
2019,Toledo,Mid-American,217.6,81.2,31.4,105.1,0.564,1.0,0.173,0.854,0.712,1.0,0.278,0.758
2019,Troy,Sun Belt,165.1,48.9,45.2,71.0,0.474,0.49,0.26,0.957,0.518,0.39,0.312,0.788
2019,Tulane,American Athletic,172.1,47.5,78.1,46.4,0.61,0.702,0.518,0.731,0.689,0.498,0.536,0.882
2019,Tulsa,American Athletic,180.5,28.3,95.7,56.5,0.725,0.934,0.677,0.73,0.744,0.636,0.646,0.863
2019,UAB,Conference USA,143.1,54.1,33.5,55.6,0.346,0.439,0.165,0.634,0.546,0.397,0.254,0.78
2019,UCF,American Athletic,479.1,164.7,168.2,146.2,0.811,0.954,0.696,0.826,0.87,0.993,0.72,0.867
2019,UCLA,Pac-12,183.4,33.4,92.9,57.1,0.551,0.372,0.539,0.808,0.65,0.44,0.672,0.838
2019,UConn,American Athletic,6.6,-0.1,17.0,-10.4,0.027,-0.002,0.13,-0.139,0.309,0.011,0.254,0.58
2019,UL Monroe,Sun Belt,209.8,72.6,65.6,71.5,0.638,1.0,0.399,0.775,0.692,1.0,0.414,0.607
2019,UNLV,Mountain West,233.3,43.2,116.3,73.8,0.804,1.0,0.843,0.679,0.696,1.0,0.846,0.387
2019,USC,Pac-12,251.8,81.4,152.0,18.4,0.856,0.873,0.948,0.457,0.845,0.93,0.914,0.656
2019,UTEP,Conference USA,35.3,-15.5,23.5,27.2,0.278,3.875,0.223,1.079,0.68,0.785,0.217,0.915
2019,UTSA,Conference USA,23.6,-18.6,33.2,9.0,0.387,0.756,0.382,-10.0,0.627,0.681,0.566,0.614
2019,Utah,Pac-12,339.1,83.5,177.7,77.9,0.953,0.973,0.926,0.99,0.87,0.998,0.879,0.758
2019,Utah State,Mountain West,326.3,205.3,71.5,49.6,0.551,0.972,0.255,0.496,0.595,0.996,0.287,0.443
2019,Vanderbilt,SEC,227.8,-0.3,158.4,69.7,0.593,-0.002,0.865,0.864,0.476,0.016,0.819,0.655
2019,Virginia,ACC,251.6,101.7,107.6,42.4,0.666,0.986,0.553,0.529,0.668,0.997,0.51,0.499
2019,Virginia Tech,ACC,276.8,94.2,124.0,58.6,0.746,0.848,0.651,0.843,0.707,0.86,0.63,0.623
2019,Wake Forest,ACC,260.9,105.8,79.7,75.5,0.678,1.028,0.401,0.901,0.759,0.996,0.482,0.734
2019,Washington,Pac-12,231.5,2.3,204.9,24.3,0.525,0.017,0.908,0.315,0.387,0.007,0.836,0.387
2019,Washington State,Pac-12,232.6,12.2,201.2,19.3,0.42,0.059,0.724,0.284,0.316,0.023,0.652,0.29
2019,West Virginia,Big 12,113.4,-1.4,62.5,52.3,0.269,-0.011,0.262,1.019,0.476,0.117,0.381,0.931
2019,Western Kentucky,Conference USA,166.5,41.3,103.9,21.2,0.757,0.782,0.765,0.679,0.783,0.765,0.81,0.777
2019,Western Michigan,Mid-American,256.8,97.9,91.2,67.8,0.709,1.0,0.548,0.696,0.668,1.0,0.481,0.531
2019,Wisconsin,Big Ten,267.2,23.6,136.1,107.5,0.707,0.296,0.945,0.696,0.652,0.26,0.947,0.739
2019,Wyoming,Mountain West,92.8,20.8,40.7,31.4,0.518,1.015,0.433,0.488,0.608,0.997,0.518,0.402
