season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2025,Coastal Carolina,Sun Belt,141.1,-2.6,141.8,1.8,0.364,-0.029,0.615,0.026,0.161,0.087,0.508,0.069
2025,Colorado,Big 12,38.1,-4.3,47.7,-5.3,0.075,-0.026,0.155,-0.143,0.196,0.01,0.231,0.488
2025,Colorado State,Mountain West,194.5,98.4,82.6,13.4,0.504,0.85,0.354,0.363,0.649,0.982,0.353,0.521
2025,Duke,ACC,65.9,2.2,76.0,-12.3,0.179,0.017,0.288,0.479,0.267,0.101,0.417,0.354
2025,East Carolina,American Athletic,225.5,87.9,113.5,24.1,0.506,0.762,0.438,0.336,0.453,0.542,0.394,0.403
2025,Eastern Michigan,Mid-American,77.6,2.8,73.6,1.2,0.249,0.04,0.352,0.036,0.124,0.024,0.271,0.131
2025,Florida,SEC,194.9,63.8,64.5,66.6,0.537,0.702,0.36,0.715,0.639,0.725,0.393,0.723
2025,Florida Atlantic,American Athletic,72.8,-3.9,48.0,28.6,0.208,-0.068,0.256,0.273,0.179,0.208,0.156,0.165
2025,Florida International,Conference USA,141.9,96.3,26.3,19.3,0.42,1.009,0.118,0.955,0.613,0.914,0.172,0.572
2025,Florida State,ACC,26.1,-6.1,34.1,-1.9,0.131,-0.884,0.207,-0.07,0.34,0.316,0.241,0.44
2025,Fresno State,Mountain West,58.8,2.9,33.4,22.4,0.172,0.037,0.138,1.087,0.3,0.026,0.33,0.635
2025,Georgia,SEC,188.4,20.8,139.5,28.1,0.372,0.132,0.508,0.378,0.351,0.132,0.483,0.508
2025,Georgia Southern,Sun Belt,284.7,92.5,137.5,54.8,0.656,0.846,0.541,0.781,0.684,0.933,0.462,0.556
2025,Georgia State,Sun Belt,179.2,62.8,109.2,7.1,0.449,0.619,0.409,0.233,0.377,0.635,0.303,0.076
2025,Georgia Tech,ACC,323.2,148.5,106.1,68.6,0.669,0.997,0.419,0.846,0.736,0.838,0.46,0.815
2025,Hawai'i,Mountain West,202.6,45.2,151.7,5.7,0.459,0.438,0.524,0.119,0.349,0.14,0.555,0.518
2025,Houston,Big 12,96.6,4.7,76.7,15.2,0.68,1.0,0.682,0.61,0.669,0.453,0.721,0.813
2025,Illinois,Big Ten,251.6,124.8,84.4,42.4,0.525,0.912,0.324,0.518,0.74,0.977,0.419,0.707
2025,Indiana,Big Ten,154.3,6.3,137.6,10.4,0.251,0.031,0.446,0.099,0.148,0.008,0.354,0.146
2025,Iowa,Big Ten,126.8,5.3,106.3,15.2,0.488,0.113,0.773,0.202,0.357,0.137,0.684,0.373
2025,Iowa State,Big 12,299.9,125.9,94.9,79.1,0.6,0.953,0.323,1.07,0.755,0.99,0.33,0.788
2025,Jacksonville State,Conference USA,62.4,2.9,57.2,2.3,0.12,0.025,0.256,0.013,0.079,0.003,0.227,0.071
2025,James Madison,Sun Belt,214.9,56.1,55.6,103.1,0.5,0.71,0.236,0.894,0.762,0.93,0.26,0.889
2025,Kansas,Big 12,197.2,113.1,13.2,70.9,0.41,0.952,0.063,0.466,0.512,0.997,0.036,0.385
2025,Kansas State,Big 12,349.1,116.5,147.5,85.2,0.69,0.933,0.597,0.635,0.691,0.977,0.551,0.508
2025,Kennesaw State,Conference USA,54.1,-5.2,46.3,13.0,0.458,0.338,0.341,-5.909,0.511,0.873,0.418,0.279
2025,Kent State,Mid-American,19.5,-2.1,27.3,-5.6,0.113,-0.052,0.181,0.284,0.299,0.384,0.232,0.255
2025,Kentucky,SEC,71.5,-9.6,68.8,12.3,0.27,-0.322,0.365,0.261,0.253,0.173,0.317,0.292
2025,Liberty,Conference USA,104.9,1.5,99.7,3.7,0.301,0.021,0.636,0.031,0.216,0.073,0.713,0.143
2025,Louisiana,Sun Belt,82.0,-1.7,42.8,40.9,0.145,-0.011,0.143,0.383,0.347,0.083,0.281,0.639
2025,Louisiana Tech,Conference USA,127.7,65.3,81.6,-19.1,0.434,1.022,0.329,1.027,0.627,0.817,0.335,0.611
2025,Louisville,ACC,192.9,0.0,116.1,76.8,0.349,0.0,0.4,0.849,0.376,0.0,0.46,0.727
2025,LSU,SEC,331.2,174.0,131.2,26.0,0.66,0.951,0.469,0.672,0.711,0.976,0.45,0.625
2025,Marshall,Sun Belt,26.2,0.0,26.2,0.0,0.069,0.0,0.135,0.0,0.024,0.0,0.115,0.0
2025,Maryland,Big Ten,49.7,4.7,45.5,-0.5,0.128,0.05,0.177,-0.014,0.119,0.004,0.185,0.229
2025,Massachusetts,FBS Independents,83.0,18.6,65.3,-0.8,0.234,0.228,0.325,-0.011,0.17,0.254,0.253,0.068
2025,Memphis,American Athletic,66.7,2.8,46.2,17.7,0.119,0.017,0.156,0.173,0.078,0.002,0.128,0.13
2025,Miami,ACC,94.6,13.6,14.9,66.1,0.125,0.059,0.041,0.401,0.189,0.053,0.118,0.426
2025,Miami (OH),Mid-American,28.9,5.4,14.7,8.9,0.079,0.059,0.064,0.196,0.104,0.048,0.084,0.182
2025,Michigan,Big Ten,102.9,35.9,62.4,4.5,0.41,0.861,0.428,0.07,0.36,0.678,0.424,0.11
2025,Michigan State,Big Ten,207.2,84.8,93.6,28.7,0.662,1.001,0.476,0.891,0.653,0.902,0.505,0.389
2025,Middle Tennessee,Conference USA,177.6,83.0,75.0,19.6,0.505,1.0,0.298,1.153,0.65,1.0,0.333,0.399
2025,Minnesota,Big Ten,119.0,9.0,79.6,30.4,0.276,0.069,0.321,0.575,0.302,0.014,0.408,0.556
2025,Mississippi State,SEC,156.9,28.7,84.1,44.2,0.416,0.321,0.385,0.637,0.495,0.295,0.399,0.768
2025,Missouri,SEC,80.4,-0.9,64.5,16.8,0.201,-0.009,0.303,0.184,0.131,0.002,0.312,0.14
2025,Navy,American Athletic,331.9,68.8,121.0,142.1,0.973,1.0,0.957,0.972,0.909,1.0,0.948,0.87
2025,NC State,ACC,336.0,111.6,174.7,49.7,0.726,0.83,0.67,0.733,0.625,0.799,0.59,0.464
2025,Nebraska,Big Ten,173.8,73.5,60.3,40.0,0.472,0.843,0.295,0.519,0.651,0.991,0.438,0.451
2025,Nevada,Mountain West,93.4,16.4,78.5,-1.4,0.218,0.169,0.333,-0.015,0.178,0.135,0.291,0.154
2025,New Mexico,Mountain West,12.5,0.0,12.5,0.0,0.028,0.0,0.061,0.0,0.009,0.0,0.041,0.0
2025,New Mexico State,Conference USA,117.1,15.7,79.9,21.5,0.555,-26.167,0.541,0.336,0.339,0.499,0.479,0.172
2025,North Carolina,ACC,68.5,-6.4,53.9,21.1,0.159,-0.079,0.238,0.17,0.173,0.059,0.267,0.224
2025,Northern Illinois,Mid-American,67.6,17.6,16.4,33.5,0.18,0.197,0.09,0.322,0.315,0.332,0.12,0.398
2025,North Texas,American Athletic,138.8,17.9,103.5,17.4,0.237,0.109,0.3,0.232,0.26,0.094,0.415,0.366
2025,Northwestern,Big Ten,43.0,-5.7,39.6,9.1,0.202,-0.452,0.229,0.333,0.315,0.035,0.261,0.712
2025,Notre Dame,FBS Independents,195.6,8.4,99.7,87.6,0.367,0.073,0.425,0.478,0.382,0.009,0.463,0.657
2025,Ohio,Mid-American,282.4,81.6,95.9,104.8,0.648,0.968,0.458,0.739,0.606,0.997,0.523,0.375
2025,Ohio State,Big Ten,221.2,9.6,204.0,7.6,0.308,0.04,0.604,0.053,0.195,0.03,0.488,0.131
2025,Oklahoma,SEC,145.8,23.3,88.6,34.0,0.528,0.635,0.523,0.486,0.489,0.324,0.509,0.624
2025,Oklahoma State,Big 12,56.1,8.9,34.9,12.3,0.132,0.062,0.145,0.294,0.151,0.005,0.186,0.312
2025,Old Dominion,Sun Belt,163.6,74.6,8.0,81.0,0.412,0.85,0.042,0.677,0.443,0.758,0.057,0.377
2025,Ole Miss,SEC,117.2,10.1,100.7,6.4,0.175,0.043,0.302,0.061,0.146,0.071,0.292,0.108
2025,Oregon,Big Ten,116.9,1.8,102.6,12.5,0.187,0.009,0.328,0.113,0.246,0.022,0.38,0.368
2025,Oregon State,Pac-12,179.7,-1.1,141.1,39.7,0.522,-0.027,0.695,0.395,0.498,0.094,0.751,0.723
2025,Penn State,Big Ten,343.3,153.6,93.5,96.2,0.564,0.879,0.314,0.705,0.767,0.903,0.36,0.886
2025,Pittsburgh,ACC,274.7,67.8,161.2,45.8,0.592,0.727,0.565,0.535,0.674,0.629,0.619,0.789
2025,Purdue,Big Ten,46.2,6.0,27.1,13.1,0.199,0.133,0.168,0.496,0.367,0.248,0.169,0.628
2025,Rice,American Athletic,30.1,-3.7,26.9,6.9,0.107,-0.067,0.137,0.23,0.146,0.088,0.183,0.203
2025,Rutgers,Big Ten,259.5,89.8,140.0,29.8,0.672,1.0,0.585,0.528,0.663,1.0,0.52,0.426
2025,Sam Houston,Conference USA,138.6,35.7,60.9,42.0,0.519,0.776,0.384,0.679,0.439,0.802,0.185,0.289
2025,San Diego State,Mountain West,31.0,8.4,22.9,-0.3,0.109,0.13,0.129,-0.007,0.065,0.01,0.202,0.026
2025,San José State,Mountain West,185.5,84.6,70.5,30.4,0.33,0.504,0.187,1.767,0.591,0.601,0.256,0.928
2025,SMU,ACC,282.3,166.7,95.5,20.0,0.501,0.914,0.318,0.244,0.498,0.866,0.384,0.236
2025,South Alabama,Sun Belt,135.4,31.6,57.2,46.6,0.254,0.24,0.223,0.319,0.332,0.207,0.248,0.5
2025,South Carolina,SEC,283.6,101.5,129.4,52.7,0.625,0.837,0.552,0.534,0.634,0.879,0.507,0.522
2025,Southern Miss,Sun Belt,24.5,-11.5,36.2,-0.3,0.167,0.429,0.239,-0.013,0.085,0.104,0.194,0.014
2025,South Florida,American Athletic,115.9,13.2,75.7,26.9,0.296,0.189,0.33,0.291,0.231,0.309,0.226,0.152
2025,Stanford,ACC,38.6,8.9,37.1,-7.3,0.189,1.236,0.25,-0.15,0.321,0.137,0.346,0.48
2025,Syracuse,ACC,88.6,3.0,96.8,-11.3,0.131,0.013,0.237,-0.298,0.124,0.002,0.221,0.21
2025,TCU,Big 12,331.9,213.4,103.8,14.7,0.574,0.956,0.343,0.282,0.595,0.988,0.274,0.403
2025,Temple,American Athletic,101.1,62.3,26.1,12.6,0.409,1.078,0.143,2.0,0.585,0.739,0.312,0.61
2025,Tennessee,SEC,95.0,2.5,62.3,30.2,0.221,0.025,0.312,0.237,0.225,0.028,0.385,0.278
2025,Texas,SEC,172.5,55.1,66.0,51.4,0.283,0.266,0.207,0.614,0.395,0.172,0.352,0.675
2025,Texas A&M,SEC,213.3,58.8,54.6,99.9,0.532,0.679,0.267,0.906,0.695,0.676,0.28,0.929
2025,Texas State,Sun Belt,117.3,3.4,71.9,42.0,0.22,0.021,0.268,0.409,0.234,0.033,0.298,0.366
2025,Texas Tech,Big 12,332.6,147.9,153.7,31.1,0.589,0.962,0.498,0.304,0.622,0.974,0.487,0.295
2025,Toledo,Mid-American,266.6,110.7,142.2,13.7,0.685,0.81,0.55,-2.175,0.756,0.982,0.532,0.669
2025,Troy,Sun Belt,100.2,31.3,59.3,9.6,0.239,0.274,0.251,0.14,0.267,0.331,0.316,0.184
2025,Tulane,American Athletic,75.2,2.7,23.8,48.8,0.146,0.017,0.102,0.388,0.203,0.118,0.126,0.293
2025,Tulsa,American Athletic,73.8,21.4,47.1,5.3,0.235,0.388,0.223,0.111,0.296,0.564,0.197,0.072
2025,UAB,American Athletic,149.0,97.7,55.0,-3.7,0.332,0.805,0.2,-0.069,0.438,0.744,0.176,0.259
2025,UCF,Big 12,37.9,-13.4,5.8,45.4,0.101,-0.427,0.033,0.264,0.175,0.216,0.031,0.206
2025,UCLA,Big Ten,76.3,0.0,80.2,-3.9,0.219,0.0,0.357,-0.339,0.213,0.0,0.467,0.388
2025,UConn,FBS Independents,258.5,81.4,132.3,44.8,0.68,0.963,0.646,0.492,0.757,0.985,0.504,0.668
2025,UL Monroe,Sun Belt,144.9,30.9,84.6,29.4,0.594,0.922,0.593,0.437,0.393,0.779,0.53,0.11
2025,UNLV,Mountain West,64.3,10.1,20.8,33.5,0.152,0.14,0.104,0.222,0.195,0.021,0.146,0.314
2025,USC,Big Ten,192.5,17.9,154.3,20.2,0.368,0.151,0.492,0.222,0.29,0.31,0.399,0.147
2025,Utah,Big 12,36.0,6.8,27.2,2.0,0.14,0.116,0.154,0.092,0.303,0.626,0.07,0.113
2025,Utah State,Mountain West,113.5,24.3,44.8,44.4,0.246,0.208,0.176,0.484,0.23,0.32,0.136,0.199
2025,UTEP,Conference USA,156.5,48.4,102.4,5.6,0.715,1.244,0.636,0.295,0.537,0.845,0.532,0.253
2025,UTSA,American Athletic,377.3,116.8,196.4,64.1,0.842,1.083,0.767,0.759,0.749,0.923,0.74,0.551
2025,Vanderbilt,SEC,318.7,105.3,169.8,43.6,0.859,0.992,0.784,0.906,0.924,0.991,0.745,0.955
2025,Virginia,ACC,88.4,4.6,62.4,21.4,0.28,0.133,0.292,0.315,0.202,0.005,0.332,0.344
2025,Virginia Tech,ACC,123.6,47.3,35.3,41.0,0.403,1.031,0.217,0.418,0.52,0.832,0.309,0.374
2025,Wake Forest,ACC,97.5,0.0,62.0,35.5,0.262,0.0,0.268,0.575,0.359,0.0,0.245,0.834
2025,Washington,Big Ten,206.8,34.8,125.8,46.3,0.424,0.237,0.442,0.818,0.491,0.288,0.405,0.801
2025,Washington State,Pac-12,103.8,31.2,61.7,10.9,0.182,0.189,0.204,0.108,0.178,0.123,0.228,0.201
2025,Western Kentucky,Conference USA,63.4,9.4,49.7,4.3,0.13,0.056,0.167,0.218,0.098,0.004,0.167,0.153
2025,Western Michigan,Mid-American,121.4,4.9,63.0,53.5,0.319,0.047,0.323,0.658,0.235,0.036,0.304,0.351
2025,West Virginia,Big 12,85.3,17.2,45.5,22.6,0.176,0.157,0.17,0.207,0.291,0.156,0.265,0.411
2025,Wisconsin,Big Ten,132.3,4.6,107.3,20.4,0.402,0.061,0.564,0.324,0.248,0.003,0.516,0.333
2025,Wyoming,Mountain West,189.6,34.1,124.8,30.8,0.749,1.0,0.63,1.46,0.689,1.0,0.561,0.468
