feature,family,train_missing_count,train_missing_pct,validation_missing_count,validation_missing_pct,test_missing_count,test_missing_pct,max_missing_pct,missing_flag,vif,vif_flag,high_correlation_count
matchup_netPassingYardsAvgLast5,Passing,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,3861334.175649863,HIGH,3.0
matchup_rushingYardsAvgLast3,Rushing,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,1362316.7071764832,HIGH,2.0
matchup_rushingYardsAvgLast5,Rushing,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,3064277.960534251,HIGH,3.0
matchup_totalYardsAvgLast3,Total Offense,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,2266057.4380621677,HIGH,3.0
matchup_totalYardsAvgLast5,Total Offense,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,5127669.268891856,HIGH,5.0
matchup_turnoversAvgLast3,Turnovers,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,5.559517218647134,WARNING,2.0
matchup_turnoversAvgLast5,Turnovers,981,0.1525186567164179,198,0.11372774267662263,95,0.10698198198198199,0.1525186567164179,WARNING,14.302236368942559,HIGH,2.0
matchup_sacksAvgLast3,Defense,1747,0.27161069651741293,299,0.17174037909247558,144,0.16216216216216217,0.27161069651741293,HIGH,7.343751187149166,WARNING,2.0
matchup_sacksAvgLast5,Defense,1745,0.2712997512437811,297,0.17059161401493395,143,0.16103603603603603,0.2712997512437811,HIGH,16.850618783231106,HIGH,2.0
matchup_tacklesForLossAvgLast3,Defense,1747,0.27161069651741293,299,0.17174037909247558,144,0.16216216216216217,0.27161069651741293,HIGH,8.152559627326076,WARNING,2.0
matchup_tacklesForLossAvgLast5,Defense,1745,0.2712997512437811,297,0.17059161401493395,143,0.16103603603603603,0.2712997512437811,HIGH,17.062601895665892,HIGH,2.0
matchup_qbHurriesAvgLast3,Defense,1747,0.27161069651741293,299,0.17174037909247558,144,0.16216216216216217,0.27161069651741293,HIGH,6.038910945113554,WARNING,2.0
matchup_qbHurriesAvgLast5,Defense,1745,0.2712997512437811,297,0.17059161401493395,143,0.16103603603603603,0.2712997512437811,HIGH,14.6437509189024,HIGH,2.0
matchup_passesDeflectedAvgLast3,Defense,1747,0.27161069651741293,299,0.17174037909247558,144,0.16216216216216217,0.27161069651741293,HIGH,4.457169379478899,LOW,1.0
matchup_passesDeflectedAvgLast5,Defense,1745,0.2712997512437811,297,0.17059161401493395,143,0.16103603603603603,0.2712997512437811,HIGH,9.521464846725754,WARNING,2.0
matchup_offensePPA,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,13.787521925256545,HIGH,4.0
matchup_offenseSuccessRate,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,15.014131641780214,HIGH,1.0
matchup_offenseExplosiveness,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,3.9972141132661942,LOW,0.0
matchup_defensePPA,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,9.445856124382457,WARNING,2.0
matchup_defenseSuccessRate,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,8.324070839547176,WARNING,1.0
matchup_defenseExplosiveness,Advanced Metrics,1017,0.15811567164179105,211,0.12119471568064331,97,0.10923423423423423,0.15811567164179105,WARNING,2.944852607899927,LOW,0.0
matchup_elo,Elo,795,0.12360074626865672,239,0.1372774267662263,126,0.14189189189189189,0.14189189189189189,WARNING,1.8596697666082729,LOW,0.0
